director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_imdb_link
Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,Crime Mystery Thriller,domestic disturbance,http://www.imdb.com/title/tt0249478/?ref_=fn_tt_tt_1
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,Biography Crime Drama,black mass,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1
Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,Drama History War,flags of our fathers,http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1
F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,Crime Drama Thriller,law abiding citizen,http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1
Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,Action Horror Thriller,grindhouse,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1
Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,Drama History Horror,beloved,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1
Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Drama Romance Sport,lucky you,http://www.imdb.com/title/tt0338216/?ref_=fn_tt_tt_1
Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,Biography Crime Drama,catch me if you can,http://www.imdb.com/title/tt0264464/?ref_=fn_tt_tt_1
Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,Drama History Thriller,zero dark thirty,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1
Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance,the break-up,http://www.imdb.com/title/tt0452594/?ref_=fn_tt_tt_1
Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance,mamma mia!,http://www.imdb.com/title/tt0795421/?ref_=fn_tt_tt_1
Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance,valentine's day,http://www.imdb.com/title/tt0817230/?ref_=fn_tt_tt_1
Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy,the dukes of hazzard,http://www.imdb.com/title/tt0377818/?ref_=fn_tt_tt_1
Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,Drama War,the thin red line,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1
David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Comedy Fantasy,the change-up,http://www.imdb.com/title/tt1488555/?ref_=fn_tt_tt_1
Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,Biography Comedy Drama,man on the moon,http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1
Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,Biography Crime Drama,casino,http://www.imdb.com/title/tt0112641/?ref_=fn_tt_tt_1
Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,Action Thriller,from paris with love,http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1
Paul Hunter,Jaime King,Mako,Victoria Smurfit,Action Comedy Fantasy,bulletproof monk,http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1
Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,Comedy,"me, myself & irene",http://www.imdb.com/title/tt0183505/?ref_=fn_tt_tt_1
Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Animation Comedy Family,barnyard,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1
John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,Comedy Family,deck the halls,http://www.imdb.com/title/tt0790604/?ref_=fn_tt_tt_1
Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: new moon,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1
Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy,shrek,http://www.imdb.com/title/tt0126029/?ref_=fn_tt_tt_1
George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller,the adjustment bureau,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1
Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance,robin hood: prince of thieves,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1
Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,jerry maguire,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1
Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,Comedy Fantasy,ted,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1
James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance,as good as it gets,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1
Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance,patch adams,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1
Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,Comedy,anchorman 2: the legend continues,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1
Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance,mr. deeds,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1
J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,Mystery Sci-Fi Thriller,super 8,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1
Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,Biography Drama,erin brockovich,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1
Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Comedy Romance,how to lose a guy in 10 days,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1
Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,Action Comedy Crime,22 jump street,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1
Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,Drama Fantasy Horror,interview with the vampire: the vampire chronicles,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1
Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,Comedy Romance,yes man,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1
Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action Comedy Crime,central intelligence,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1
Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,Comedy Drama,stepmom,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1
Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy Family,daddy's home,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1
Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical,into the woods,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1
Spike Lee,Denzel Washington,James Ransone,Peter Gerety,Crime Drama Mystery Thriller,inside man,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1
Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,Action Crime Drama Thriller,payback,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1
Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,congo,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1
Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,Comedy Drama Family,we bought a zoo,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1
Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Drama Mystery Sci-Fi Thriller,knowing,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1
Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Comedy Romance,failure to launch,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1
Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,Horror Mystery,the ring two,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1
Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,Comedy Drama Romance,"crazy, stupid, love.",http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1
Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,Animation Comedy Family Fantasy,garfield,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1
Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy Family,christmas with the kranks,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1
Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,Biography Drama Sport,moneyball,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1
Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,Action Drama Thriller,outbreak,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1
Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,Action Mystery Thriller,non-stop,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1
Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller,race to witch mountain,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1
James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,Action Drama Thriller,v for vendetta,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1
David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy,shanghai knights,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1
unknown,Bernard Hill,Gemma Jones,Nicola Walker,Crime Drama,unforgotten            ,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1
Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family,curious george,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1
Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport,herbie fully loaded,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1
Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,Crime Drama Mystery Thriller,don't say a word,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1
Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,Action Fantasy Horror,hansel & gretel: witch hunters,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1
Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,Drama Thriller,unfaithful,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1
D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,Action Adventure Sci-Fi Thriller,i am number four,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1
Stephen Gaghan,Matt Damon,Amr Waked,Kayvan Novak,Drama Thriller,syriana,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1
Michael Bay,Toby Stephens,James Badge Dale,David Costabile,Action Drama Thriller War,13 hours,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1
Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,Adventure Animation Comedy Family Fantasy Romance,the book of life,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1
Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,Crime Thriller,firewall,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1
Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,Action Crime Drama Thriller,absolute power,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1
Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,Action Drama War,g.i. jane,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1
David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,Drama Mystery Thriller,the game,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1
Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige,Adventure Horror Mystery,silent hill,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1
Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,Comedy Sport,the replacements,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1
Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,Comedy,american reunion,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1
F. Gary Gray,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,Action Crime Drama Mystery Thriller,the negotiator,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1
Steven Quale,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,Action Thriller,into the storm,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1
John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,Action Comedy Crime Thriller,beverly hills cop iii,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1
Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,Comedy Fantasy Horror,gremlins 2: the new batch,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1
David Dobkin,Robert Downey Jr.,Robert Duvall,Leighton Meester,Crime Drama,the judge,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1
Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,Action Thriller,the peacemaker,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1
Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action Horror Sci-Fi Thriller,resident evil: apocalypse,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1
Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,Comedy Drama Romance,bridget jones: the edge of reason,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1
Carl Franklin,Denzel Washington,Sanaa Lathan,John Billingsley,Crime Drama Romance Thriller,out of time,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1
Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,Action Adventure Thriller,on deadly ground,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1
Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,Action Adventure Family Fantasy,the adventures of sharkboy and lavagirl 3-d,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1
Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,Adventure Drama Thriller,the beach,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1
Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,Comedy Drama Romance,raising helen,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1
James McTeigue,Shô Kosugi,Ben Miles,Rain,Action Crime Thriller,ninja assassin,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1
Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,Drama Romance Sport,for love of the game,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1
unknown,David Jason,Bruce Alexander,John Lyons,Crime Drama Mystery,a touch of frost            ,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1
Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle,Comedy Crime Drama Thriller,striptease,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1
Tom Dey,Emma Stone,Judy Greer,Steve Coogan,Comedy Family,marmaduke,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1
Clint Eastwood,Matt Damon,Jay Mohr,Cécile De France,Drama Fantasy,hereafter,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1
Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner,Crime Mystery Thriller,murder by numbers,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1
Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,Action Crime Thriller,assassins,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1
Peter Webber,Li Gong,Stephen Walters,Richard Brake,Crime Drama Thriller,hannibal rising,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1
Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,Comedy Drama Romance,the story of us,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1
Andrew Niccol,J.D. Evermore,Chandler Canterbury,Rachel Roberts,Action Adventure Romance Sci-Fi Thriller,the host,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1
John McTiernan,Connie Nielsen,Harry Connick Jr.,Tim Daly,Action Crime Drama Mystery Thriller,basic,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1
Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman,Action Crime Drama Mystery Thriller,blood work,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1
Tom Tykwer,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,Action Crime Drama Mystery Thriller,the international,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1
John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,Action Adventure Sci-Fi Thriller,escape from l.a.,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1
unknown,Grey Damon,Brittany Curran,Aaron Hill,Drama Mystery Thriller,twisted            ,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1
Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi,the iron giant,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1
Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Adventure Comedy Drama,the life aquatic with steve zissou,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1
Gary Ross,Matthew McConaughey,Donald Watkins,Jessica Collins,Action Biography Drama History War,free state of jones,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1
Alan Parker,Kevin Spacey,Kate Winslet,Matt Craven,Crime Drama Thriller,the life of david gale,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1
Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy,man of the house,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1
Jaume Collet-Serra,Liam Neeson,Common,Bruce McGill,Action Crime Drama Thriller,run all night,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1
David Cronenberg,Viggo Mortensen,Naomi Watts,Raza Jaffrey,Crime Mystery Thriller,eastern promises,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1
John Stockwell,Paul Walker,James Frain,Ashley Scott,Action Adventure Crime Thriller,into the blue,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1
Luc Besson,Paul Brooke,David Bailie,Rab Affleck,Adventure Biography Drama History War,the messenger: the story of joan of arc,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1
David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy,your highness,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1
Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon,Drama Mystery Thriller,dream house,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1
Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton,Crime Drama Thriller,mad city,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1
Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family,baby's day out,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1
Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,the scarlet letter,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1
Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith,Biography Drama Thriller,fair game,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1
unknown,Julie Benz,Tony Curran,Grant Bowler,Action Drama Sci-Fi,defiance            ,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1
Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez,Action Biography Crime Drama Thriller,domino,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1
William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,Crime Drama Thriller,jade,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1
Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,Action Sci-Fi Thriller,gamer,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1
Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,Drama Fantasy Romance,beautiful creatures,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1
Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy Crime Drama Thriller,death to smoochy,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1
Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux,Comedy,zoolander 2,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1
George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy Crime,the big bounce,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1
Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi,what planet are you from?,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1
Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,Action Fantasy Thriller,drive angry,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1
Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,Action Crime Drama Mystery Thriller,street fighter: the legend of chun-li,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1
James Wong,Jason Statham,Jet Li,Delroy Lindo,Action Sci-Fi Thriller,the one,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1
unknown,Tobias Menzies,Graham McTavish,Stephen Walters,Drama Romance Sci-Fi,outlander            ,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1
Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery,the adventures of ford fairlane,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1
Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,Comedy Drama Music,pirate radio,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1
Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew,Crime Drama Thriller,traffic,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1
Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,Action Adventure Fantasy,indiana jones and the last crusade,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1
Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,anna karenina,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action Crime Drama Sci-Fi Thriller,chappie,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1
Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,Crime Drama Mystery Thriller,the bone collector,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1
David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,Crime Drama Thriller,panic room,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1
